"plugin_name","plugin_author","num_downloads","description","repo_url"
"Periodic PARA","By YiBing Lin","356 downloads","Assist in practicing the PARA system with periodic notes.","https://github.com/quanru/obsidian-periodic-para"
"Better Command Palette","By Alex Bieg","14,364 downloads","A command palette that does all of the things you want it to do.","https://github.com/AlexBieg/obsidian-better-command-palette"
"Auto Class","By OfficerHalf","2,593 downloads","Automatically apply CSS classes to Markdown views based on a note's path.","https://github.com/OfficerHalf/obsidian-auto-class"
"AsciiDoc Blocks Plugin","By Juracy Filho","1,543 downloads","Render asciidoc blocks in Obsidian, initially asciidoc tables.","https://github.com/juracy/obsidian-asciidoc-blocks"
"Obsidian matrix","By Jonas Mohr","2,209 downloads","Utility to easily create LaTeX matrices.","https://github.com/MohrJonas/obsidian-matrix"
"Keyboard Analyzer","By cogscides","4,162 downloads","See and analyse your keyboard hotkeys and shortcuts.","https://github.com/cogscides/obsidian-keyboard-analyzer"
"Codeblock Customizer","By mugiwara","3,013 downloads","Customize your code blocks in editing, and reading mode as well.","https://github.com/mugiwara85/CodeblockCustomizer"
"Symbols Prettifier","By Florian Woelki","3,081 downloads","Prettify the symbols with actual symbols you commonly type, like arrows.","https://github.com/FlorianWoelki/obsidian-symbols-prettifier"
"Chessboard Viewer","By Davide Aversa","1,956 downloads","Render chess positions diagrams in note preview.","https://github.com/THeK3nger/obsidian-chessboard"
"Image Upload Toolkit","By Addo Zhang","800 downloads","Upload local images embedded in Markdown to remote store and export Markdown for publishing to static site. Currently, it supports Imgur and Aliyun OSS.","https://github.com/addozhang/obsidian-image-upload-toolkit"
"Advanced Slides","By MSzturc","629,499 downloads","Create Markdown-based presentations in Obsidian.","https://github.com/MSzturc/obsidian-advanced-slides"
"Snippetor","By ebullient","3,997 downloads","Create and tweak common snippets","https://github.com/ebullient/obsidian-snippetor"
"Kindle Export","By Simeon Stanek","3,270 downloads","Export your notes to your Kindle, including embedded notes and images.","https://github.com/SimeonLukas/obsidian-kindle-export"
"Obsidian Charts","By phibr0","102,673 downloads","Easily create Charts within Obsidian!","https://github.com/phibr0/obsidian-charts"
"AnkiBridge","By JeppeKlitgaard","2,315 downloads","Yet Another Anki Bridge. Focuses on a strict grammar and integrity of your data.","https://github.com/JeppeKlitgaard/ObsidianAnkiBridge"
"Overdue","By Peter Parente","1,226 downloads","Marks items as [[Overdue]] if they are not checked off by their due date.","https://github.com/parente/obsidian-overdue"
"ePub Reader","By caronchen","10,732 downloads","ePub reader plugin for Obsidian. Can open document with .epub file extension.","https://github.com/caronchen/obsidian-epub-plugin"
"Copy Search URL","By Carlo Zottmann","1,515 downloads","Adds a button to the search view for copying the Obsidian search URL.","https://github.com/czottmann/obsidian-copy-search-url"
"Habit Tracker","By duo","6,758 downloads","Creates a simple month view for visualizing your punch records.","https://github.com/duoani/obsidian-habit-tracker"
"ObsiDOOM","By twibiral","864 downloads","Play DOOM and many other retro games in your Obsidian app. You can also play Prince of Persia, Mortal Combat, GTA, Sim City, and Need for Speed.","https://github.com/twibiral/ObsiDOOM"
"Poker","By James DiGioia","138 downloads","Easily document and view your poker hands.","https://github.com/mAAdhaTTah/obsidian-poker"
"Password Protection","By Qing Li","909 downloads","Protect your private notes and diary with a password, no encrypt, no decrypt.","https://github.com/qing3962/password-protection"
"JavaScript Init","By ryanpcmcquen","1,646 downloads","Run JavaScript when Obsidian loads, or any other time.","https://github.com/ryanpcmcquen/obsidian-javascript-init"
"KOReader Highlights","By Federico Edo Granata","928 downloads","Sync highlights/notes from KOReader","https://github.com/Edo78/obsidian-koreader-sync"
"Translate","By Fevol","6,593 downloads","Translate text and notes with Google Translate, DeepL, Azure, and more.","https://github.com/Fevol/obsidian-translate"
"MarginNote Companion","By AidenLx","6,855 downloads","Bridge MarginNote 3 and Obsidian.","https://github.com/aidenlx/marginnote-companion"
"Natural Language Dates","By Argentina Ortega Sainz","213,509 downloads","Create date-links based on natural language.","https://github.com/argenos/nldates-obsidian"
"Babashka","By Filipe Silva","289 downloads","Evaluate Clojure(Script) code blocks in Babashka.","https://github.com/filipesilva/obsidian-babashka"
"Folder Note","By xpgo","63,933 downloads","Add description note to a folder.","https://github.com/xpgo/obsidian-folder-note-plugin"
"Better CodeBlock","By StarGrey","16,706 downloads","Add title, line numbers, and collapse button to code blocks in reading view.","https://github.com/stargrey/obsidian-better-codeblock"
"Set In Obsidian","By Sandorex","1,231 downloads","Plugin for time planning.","https://github.com/sandorex/set-in-obsidian-plugin"
"ActivityWatch","By Grimmauld","749 downloads","Bridges compatibility between ActivityWatch and Obsidian to allow detailed tracking of time spent in Obsidian.","https://github.com/LordGrimmauld/aw-watcher-obsidian"
"Obsidian Math+","By Oscar Capraro","13,436 downloads","Take math notes using Excalidraw.","https://github.com/ocapraro/obsidian-math-plus"
"Plugin Groups","By Mocca101","10,963 downloads","Manage your Plugins with groups: Enable & disable multiple plugins at once or delay their startup to speed up your Obsidian start up time.","https://github.com/Mocca101/obsidian-plugin-groups"
"Buttondown","By caro401","626 downloads","Send your notes to your buttondown.email account as email drafts.","https://github.com/caro401/obsidian-buttondown"
"Meld Calc","By meld-cp","6,266 downloads","Do math! Evaluate math expressions within your notes.","https://github.com/meld-cp/obsidian-calc"
"ToggleList","By Lite C","4,090 downloads","A simple plugin to toggle the checklist states (paragraph/list/checklist/custom sytles...).","https://github.com/thingnotok/obsidian-toggle-list"
"Packrat","By Thomas Herden","1,024 downloads","Manage completed instances of recurring tasks that were created and completed using the Tasks plugin.","https://github.com/therden/packrat"
"Obsidian title index","By renmu123","3,230 downloads","A simple plugin to add serial numbers to your Markdown title.","https://github.com/renmu123/obsidian-markdown-index"
"Plugin Manager","By ohm-en","1,183 downloads","Extends plugin management of Obsidian.","https://github.com/ohm-en/obsidian-plugin-manager"
"Google Photos","By Alan Grainger","2,999 downloads","Google Photos integration for Obsidian.","https://github.com/alangrainger/obsidian-google-photos"
"Code Preview","By Hank","1,049 downloads","Code block preview by file path.","https://github.com/zjhcn/obsidian-code-preview"
"Initiative Tracker","By Jeremy Valentine","34,722 downloads","TTRPG Initiative Tracker for Obsidian.","https://github.com/javalent/initiative-tracker"
"Command Palette--","By qawatake","1,110 downloads","Command palette without unwanted commands.","https://github.com/qawatake/obsidian-command-palette-minus-plugin"
"Archiver","By ivan-lednev","13,592 downloads","Move completed tasks to an archive with a date tree","https://github.com/ivan-lednev/obsidian-task-archiver"
"Pathfinder 2E Action Icons","By Thiago Coutinho","262 downloads","This is an plugin for displaying Pathfinder 2E action icons in Obsidian","https://github.com/thiagocoutinhor/pf2-action-icons"
"Interlinear Glossing","By Mijyuoon","403 downloads","Format interlinear glosses used in linguistics texts.","https://github.com/Mijyuoon/obsidian-ling-gloss"
"Heading Level Indent","By svonjoi","2,971 downloads","Indenting content under headers based on their level.","https://github.com/svonjoi/obsidian-heading-level-indent"
"Daily Notes Viewer","By Johnson0907","6,675 downloads","Help you to view some recent daily notes on one page.","https://github.com/Johnson0907/obsidian-daily-notes-viewer"
"Completed Task Display","By Ben Lee-Cohen","11,110 downloads","Provides controls for displaying or hiding completed tasks.","https://github.com/heliostatic/completed-task-display"
"Emoji Toolbar","By oliveryh","209,082 downloads","Quickly search for and insert emojis into your editor.","https://github.com/oliveryh/obsidian-emoji-toolbar"
"Scroll to Top Plugin","By cloudhao1999","4,369 downloads","Adds a button to scroll to the top of the current note.","https://github.com/cloudhao1999/obsidian-scroll-to-top-plugin"
"Language Translator","By Florin Bobis","13,263 downloads","Translate selected text in the desired language.","https://github.com/twentytwokhz/language-translator"
"Automatically reveal active file","By Matt Sessions","10,427 downloads","Automatically reveal the currently active file in the side navigation.","https://github.com/shichongrui/obsidian-reveal-active-file"
"ABC Music Notation","By Til Blechschmidt","9,372 downloads","Render music sheets directly from code blocks using ABC music notation via abcjs","https://github.com/abcjs-music/obsidian-plugin-abcjs"
"Find orphaned files and broken links","By Vinzent","105,537 downloads","Find files that are not linked anywhere and would otherwise be lost in your vault. In other words: files with no backlinks.","https://github.com/Vinzent03/find-unlinked-files"
"Linkify","By Matthew Chan","1,729 downloads","Converts matching text into links.","https://github.com/matthewhchan/linkify"
"Super Simple Time Tracker","By Ellpeck","7,232 downloads","Multi-purpose time trackers for your notes!","https://github.com/Ellpeck/ObsidianSimpleTimeTracker"
"Auto Card Link","By Nekoshita Yuki","8,579 downloads","Automatically fetches metadata from a URL and makes it as a card-styled link.","https://github.com/nekoshita/obsidian-auto-card-link"
"Bulk Exporter","By symunona","191 downloads","Filter, Export notes from your vault using metadata into a customizable new structure","https://github.com/symunona/obsidian-bulk-exporter"
"File Hider","By Oliver Akins","8,887 downloads","Allows you to hide files and folders from the Obsidian file explorer if you don't want to see them anymore.","https://github.com/Oliver-Akins/file-hider"
"FuzzyTag","By Adrian","1,436 downloads","Fuzzy match autocomplete tags in frontmatter.","https://github.com/adriandersen/obsidian-fuzzytag"
"Full Calendar","By Davis Haupt (@davish)","109,914 downloads","Keep events and manage your calendar alongside all your other notes in your Obsidian vault.","https://github.com/davish/obsidian-full-calendar"
"Customizable Menu","By kzhovn","15,224 downloads","Add any command to Obsidian's right-click menu.","https://github.com/kzhovn/obsidian-customizable-menu"
"Stille","By Michael Lee","13,206 downloads","Focus on your writing, a section at a time.","https://github.com/michaellee/stille"
"Hover External Link","By Jamie Brynes","2,583 downloads","Hover on external links to see the destination URL.","https://github.com/jamiebrynes7/obsidian-hover-external-link"
"Obsidian Tabs","By foreveryone","52,008 downloads","New panes are opened in a tabbed view.","https://github.com/gitobsidiantutorial/obsidian-tabs"
"Reading comments","By BumbrT","1,306 downloads","Plugin allows you to create inline comments while you read books or articles in Obsidian. Comments could be grouped hierarchically by tags.","https://github.com/BumbrT/obsidian-reading-comments"
"Obsidian42 - Jump-to-Date","By TfTHacker","7,815 downloads","Popup calendar for quickly navigating dates.","https://github.com/TfTHacker/obsidian42-jump-to-date"
"ProgressBar","By Wei Zhang","1,596 downloads","Render CodeBlock into a ProgressBar based on Time or Manually.","https://github.com/zwpaper/obsidian-progressbar"
"Contextual Typography","By mgmeyers","62,328 downloads","Adds a data-tag-name attribute to all top-level divs in preview mode containing the child's tag name, allowing contextual typography styling.","https://github.com/mgmeyers/obsidian-contextual-typography"
"Reminder","By uphy","85,080 downloads","Manage Markdown TODOs with reminder.","https://github.com/uphy/obsidian-reminder"
"LDS Scriptures Reference","By pacokwon","209 downloads","Easily insert references to LDS scriptures","https://github.com/pacokwon/obsidian-lds-scriptures-plugin"
"Vocabulary View","By nnshi-s","2,268 downloads","Write down some words with their explanations and preview them in a vocabulary test style.","https://github.com/nnshi-s/obsidian-vocabulary-view-plugin"
"Navigate Cursor History","By heycalmdown","1,674 downloads","Remembers the recent cursor positions history and allows you to jump to them back and forth like VS Code.","https://github.com/heycalmdown/navigate-cursor-history"
"Linked Data Helper","By kometenstaub","691 downloads","Prepare data needed by Linked Data Vocabularies.","https://github.com/kometenstaub/linked-data-helper"
"ICS","By muness","378 downloads","Adds events from calendar ics published on the web to daily note on demand. Gets the date to search for events on from the currently open daily note.","https://github.com/muness/obsidian-ics"
"Living Graph","By Garrett","3,540 downloads","A for-fun graph plugin.","https://github.com/geoffreysflaminglasersword/obsidian-living-graph"
