text-lg,col2,py-3,ml-auto href
Custom Classes,1508,Add your own HTML classes to chosen Markdown elements directly from your notes.,https://github.com/LilaRest/obsidian-custom-classes
GPT Assistant,1508,Use a GPT-3 based model on your notes and get personalized answers from your knowledge base.,https://github.com/M7mdisk/obsidian-gpt
Daf Yomi,1505,Prepare Daf Yomi notes.,https://github.com/lyonsquark/obsidian-daf-yomi
Enlightenment,1496,Pay attention to what you're paying attention to. Enlightenment adds a 'zen mode' for Preview hiding the contents of your notes except for what's underneath your pointer.,https://github.com/ryanjamurphy/enlightenment-obsidian
Simple Mention,1496,Get highlighted mentions and mention suggestions. Find all occurrences of a mention.,https://github.com/der-tobi/obsidian-simple-mention
Pretty BibTeX,1467,Shows raw BibTeX bibliography entries in a prettier way,https://github.com/sandrofigo/obsidian-pretty-bibtex
Achievements,1466,Add achievements to Obsidian.,https://github.com/Zachatoo/obsidian-achievements
Tag Search,1453,Fuzzy-find your tags!,https://github.com/rwblickhan/obsidian-tag-search
FuzzyTag,1436,Fuzzy match autocomplete tags in frontmatter.,https://github.com/adriandersen/obsidian-fuzzytag
Checkbox 3 states,1435,A third state to checkbox list.,https://github.com/hrenaud/obsidian-checkbox3states-plugin
Awesome Brain Manager,1435,A toolkit tries to solve all the trivial problems most people usually encountered in Obsidian.,https://github.com/JuckZ/awesome-brain-manager
Scroll Speed,1430,Change the scroll speed in Obsidian notes.,https://github.com/flolu/obsidian-scroll-speed
Any Block,1417,You can flexibility to create a 'Block' by some means. It also provides some useful features like `list to table`.,https://github.com/LincZero/obsidian-any-block
Obsidian Badge,1405,Show badge for Obsidian.,https://github.com/linjunpop/obsidian-badge
Activity Logger,1393,Log your activities like creating notes modifying notes deleting notes and so on.,https://github.com/Creling/obsidian-activity-logger
BPMN Plugin,1373,Enables viewing BPMN diagrams using bpmn-js.,https://github.com/joleaf/obsidian-bpmn-plugin
URL Namer,1371,Retrieves the HTML titles to name the raw URL links.,https://github.com/zfei/obsidian-url-namer
OzanShare Publish,1368,Publish your Markdown notes with a single click from your vault. (Closed Source),https://github.com/ozntel/ozanshare-publish-plugin
Chem,1366,Providing chemistry supports. Rendering SMILES strings into chemistry structures.,https://github.com/Acylation/obsidian-chem
mdx as md,1365,Edit mdx files as Markdown in Obsidian.,https://github.com/mkozhukharenko/mdx-as-md-obsidian
Generic Initiative Tracker,1351,TTRPG Generic Initiative Tracker.,https://github.com/beaushinkle/obsidian-generic-initiative-tracker
Avatar,1345,Display an avatar image in your notes.,https://github.com/froehlichA/obsidian-avatar
Checklist Reset,1335,Adds a command to reset the state of any checklists in a document.,https://github.com/lhansford/obsidian-checklist-reset
Simple Note Quiz,1318,Start a simple quiz on your current note.,https://github.com/beginner137/Obsidian-simple-note-quiz
koncham workspace,1311,Obsidian workspace management.,https://github.com/manogna4/obsidian-koncham-workspace
Hard Breaks,1307,Turn soft line breaks in Markdown into hard line breaks.,https://github.com/bkis/obsidian-hard-breaks
Reading comments,1306,Plugin allows you to create inline comments while you read books or articles in Obsidian. Comments could be grouped hierarchically by tags.,https://github.com/BumbrT/obsidian-reading-comments
Code Styler,1302,Style codeblocks and inline code in reading view and editing view.,https://github.com/mayurankv/Obsidian-Code-Styler
New Bullet With Time,1301,Allows you to auto-add current time to new bullet lines.,https://github.com/Quorafind/Obsidian-New-Bullet-With-Time
TimeDiff plugin,1301,Calculates and displays diff in hours and minutes between two dates in `timediff` Markdown block.,https://github.com/dominiczaq/obsidian-plugin-time-diff
Expand Bullet,1294,Transform bullet content into note.,https://github.com/Quorafind/Obsidian-Expand-Bullet
MSG Handler,1291,Easily display and search MSG files from Outlook in your Obsidian vault.,https://github.com/ozntel/obsidian-msg-handler
Redirect,1286,Facilitate management of especially non-markdown files by allowing aliases to be set on any file.,https://github.com/jglev/obsidian-redirect
Double Colon Conceal,1284,Display double colon (i.e. Dataview inline fields) as a single colon for more natural reading experience.,https://github.com/msrch/obsidian-double-colon-conceal
File Diff,1275,View the differences between two files with merge options.,https://github.com/friebetill/obsidian-file-diff
Relation Pane,1268,Displays a panel that summarize relations between notes.,https://github.com/mottox2/obsidian-relation-pane
Email Block,1267,Renders an email code block.,https://github.com/joleaf/obsidian-email-block-plugin
PostgreSQL Obsidian,1261,Upload your notes' metadata to a PostgreSQL database,https://github.com/clouedoc/postgresql-obsidian
Toggle Case,1255,Set a hotkey to toggle between `lowercase` `UPPERCASE` and `Title Case`.,https://github.com/MatthewAlner/obsidian-toggle-case
Open files with commands,1243,Create commands that only open one file at the time and that can be used with the commander plugin.,https://github.com/LostPaul/ob-open-files-with-commands
Project Garden,1242,See all your projects in one place.,https://github.com/bgoosman/obsidian-project-garden
Insert Heading Link,1237,Add a command to create a link to a heading.,https://github.com/Signynt/insert-heading-link
Static File Server,1235,Host Obsidian subfolders as static file servers.,https://github.com/elias-sundqvist/obsidian-static-file-server
Key Sequence Shortcut,1231,Execute Obsidian commands with short key sequences. For example 'tp' for 'Toggle Preview' and 'tb' for 'Toggle Sidebar'. Easier to remember.,https://github.com/anselmwang/obsidian-key-sequence-shortcut
Set In Obsidian,1231,Plugin for time planning.,https://github.com/sandorex/set-in-obsidian-plugin
Overdue,1226,Marks items as [[Overdue]] if they are not checked off by their due date.,https://github.com/parente/obsidian-overdue
Semantic Search,1224,Semantic search for files using OpenAI's text embeddings.,https://github.com/bbawj/obsidian-semantic-search
Dirtreeist,1222,Render a directory Structure Diagram from a Markdown lists in codeblock.,https://github.com/k4a-l/obsidian-dirtreeist
Mochi Cards Exporter,1214,Export Markdown notes to Mochi cards from within Obsidian.,https://github.com/kalbetredev/mochi-cards-exporter
Open cards in imdone from Obsidian.,1214,Open cards in imdone kanban from their source in Obsidian.  Open cards from imdone in Obsidian at their source.,https://github.com/imdone/imdone-obsidian-plugin
Advanced Merger,1212,Merge a folder of notes for easier export.,https://github.com/antoKeinanen/obsidian-advanced-merger
Random To-Do,1209,Open a random file containing your custom to-do marker or a random marker at its position.,https://github.com/NatiAris/obsidian-random-todo
Group Snippets,1201,Create folder of snippets to activate them in one click!,https://github.com/Lisandra-dev/obsidian-group-snippets
Onyx Boox Annotation & Highlight Extractor,1198,Extracts annotations and highlights files exported from Onyx Boox tablets and converts them to reference literature and permanent notes fitting to the Zettelkasten method.,https://github.com/akosbalasko/Onyx-Boox-Annotation-Highlight-Extractor
Page Properties,1194,Add page properties similar to Logseq.,https://github.com/necauqua/obsidian-page-properties
Text Progress Bar,1184,Display low-fi text progress bars in your notes.,https://github.com/michaeladams/obsidian-text-progress-bar
Plugin Manager,1183,Extends plugin management of Obsidian.,https://github.com/ohm-en/obsidian-plugin-manager
PaperCut,1175,Express an idea in the simplest possible way ... or else.,https://github.com/Darakah/obsidian-paper-cut
Furigana,1174,Helper plugin for furigana and <ruby>.,https://github.com/uonr/obsidian-furigana
Min Width,1172,Set the Minimum Width of the Active Pane.,https://github.com/doitian/obsidian-min-width
Code Block Labels,1167,Adds labels to fenced code blocks,https://github.com/stbowers/obsidian-codeblock-labels
Custom File Extensions and Types,1155,Allows simple and modular control over what views open what file extensions from the app settings.,https://github.com/MeepTech/obsidian-custom-file-extensions-plugin
Last Modified Timestamp in Status Bar,1155,Dynamic display of file modification timestamp in the status bar.,https://github.com/Yustynn/obsidian-last-modified-timestamp-in-status-bar
Min3ditorHotkeys,1152,Additional editor hotkeys inspired by coding editors.,https://github.com/d-sauer/Obsidian-Min3ditorHotkeys-plugin
Focus Active Sentence,1151,Highlight the sentence the cursor is currently resting on.,https://github.com/artisticat1/focus-active-sentence
HK Code Block,1146,Obsidian plugin developed by Heekang Park; Make code block looking good on reading view,https://github.com/HeekangPark/obsidian-hk-code-block
Awesome Flashcard,1140,Handy Anki integration for Obsidian.,https://github.com/AwesomeDog/obsidian-awesome-flashcard
Import Foundry VTT journal entries,1131,Imports your journal entries from your selected Foundry VTT world into a folder within your Obsidian vault.,https://github.com/farling42/obsidian-import-foundry
Linked Data Vocabularies,1125,Add Library of Congress Subject Headings (LCSH) as metadata to your notes.,https://github.com/kometenstaub/linked-data-vocabularies
Todo sort,1120,Sort todos by completion status.,https://github.com/ryangomba/obsidian-todo-sort
Emo,1118,Embed Markdown online file/image links. This plugin is for uploading images to hosting or files to GitHub in Obsidian.,https://github.com/yaleiyale/obsidian-emo-uploader
Relative Find,1118,Search relative to your cursor position.,https://github.com/phibr0/obsidian-relative-find
Vim Toggle,1117,(It toggles vim on/off) Allows for the the toggling and customization of said toggling within settings.,https://github.com/conneroisu/vim-toggle
Command Palette--,1110,Command palette without unwanted commands.,https://github.com/qawatake/obsidian-command-palette-minus-plugin
Stenography,1107,Translate code blocks into simple English using Machine Learning with the Stenography API.,https://github.com/bramses/stenography-obsidian
braincache,1088,Create braincache flashcards from Obsidian.,https://github.com/XSPGMike/braincache_obsidian
GPT-LiteInquirer,1085,Experience OpenAI ChatGPT assistance directly within Obsidian drafting content without interrupting your creative flow.,https://github.com/ittuann/obsidian-gpt-liteinquirer-plugin
Hyphenation,1082,Enables justified text and hyphenation,https://github.com/7596ff/obsidian-hyphenation
Crumbs,1081,Breadcrumb navigation.,https://github.com/tgrosinger/crumbs-obsidian
Amazing Marvin,1073,A simple plugin to help getting data from Amazing Marvin.,https://github.com/ikuyarihS/obsidian-amazingmarvin-plugin
AI Mentor,1073,Meet your open source AI mentor in Obsidian. Ask questions get answers and learn new things.,https://github.com/clementpoiret/ai-mentor
Apple Books Highlights,1070,Sync your Apple Books highlights automatically.,https://github.com/atfzl/obsidian-apple-books-plugin
No Tabs,1068,Replaces the previous tab when creating a new note.,https://github.com/TS-Tobias/obsidian-no-tabs
Scrybble,1066,Synchronize highlights from your ReMarkable tablet to Obsidian!,https://github.com/Azeirah/scrybble
Julian Date,1057,Add a shortcut to insert the current Julian date for astronomical observations.,https://github.com/THeK3nger/obsidian-juliandate
Review Notes Plugin,1054,Shows recently modified and newly created files.,https://github.com/tjandy98/obsidian-review-notes-plugin
Sakana Widget,1053,Add the Sakana! Widget to your own Obsidian!,https://github.com/Quorafind/obsidian-sakana-widget
Upcoming,1052,Open upcoming daily notes in their own panes.,https://github.com/charliecm/obsidian-upcoming
Go to Line,1051,Provides a Go to Line Command,https://github.com/phibr0/obsidian-go-to-line
Code Preview,1049,Code block preview by file path.,https://github.com/zjhcn/obsidian-code-preview
Word Splitting for Japanese in Edit Mode,1047,A patch for Obsidian's built-in CodeMirror Editor to support Japanese word splitting.,https://github.com/sonarAIT/cm-japanese-patch
Simple Dice Roller,1026,A plug and play solution that allows you to average and simulate dice formulas.,https://github.com/yeeshue99/SimpleDiceRoller
Editor Width Slider,1026,Customize Obsidian's editor width with a slider for a tailored editing experience.,https://github.com/MugishoMp/obsidian-editor-width-slider
Note aliases,1024,Manage aliases of notes in Obsidian.,https://github.com/pulsovi/obsidian-note-aliases
Packrat,1024,Manage completed instances of recurring tasks that were created and completed using the Tasks plugin.,https://github.com/therden/packrat
Obsidian Stylist,1017,Add classes and styles on Markdown blocks.,https://github.com/ixth/obsidian-stylist
Smart Links,1014,Auto-linking of customizable strings,https://github.com/kemayo/obsidian-smart-links
Link with alias,1009,Creates links and aliases in front matter of target document.,https://github.com/pvojtechovsky/obsidian-link-with-alias
Double Click Tab,1006,Modify the default behavior when you double click on the tab title like close tab.,https://github.com/Quorafind/Obsidian-Double-Click-Tab
Dashing Cursor,1004,Enables dashing cursor that follows the page scroll.,https://github.com/9r0x/obsidian-dashing-cursor
Beeminder Word Count Plugin,1003,Post word counts directly from Obsidian md file to Beeminder.,https://github.com/kenzan100/beeminder-obsidian-word-count
Telegraph Publish,977,Publish your Obsidian note to a Telegraph page.,https://github.com/reorx/obsidian-telegraph-publish
Vault Chat,976,A ChatGPT bot trained on your vault notes. Ask your AI questions about your own thoughts and ideas!,https://github.com/exoascension/vault-chat
Screwdriver,974,Utility to put any files in and out under your vault.,https://github.com/vrtmrz/obsidian-screwdriver
13th Age Statblocks,972,Render 13th Age statblocks in Obsidian.,https://github.com/ben/obsidian-13th-age-statblocks
Chord Lyrics,970,Display chord names over lyrics. Supports line wrapping section headers and auto-detection.,https://github.com/nevernotmove/obsidian-chordlyrics
Flashcard Learning,968,Improved flashcard learning system.,https://github.com/gaetanmuck/obsidian-flashcard-learning
Editor Commands Remap,967,Map hotkeys to editor commands.,https://github.com/c4ctus5/editor-commands-remap
User Plugins,966,Use js files or snippets to code your own quick and dirty plugins.,https://github.com/mnowotnik/obsidian-user-plugins
MathLive,965,Faster and more intuitive MathJax editing using MathLive.,https://github.com/danzilberdan/obsidian-mathlive
Alias from heading,961,Implicitly add an alias matching the first heading in a document.,https://github.com/basham/obsidian-alias-from-heading
Flomo Importer,958,Make Flomo memos to Obsidian Notes.,https://github.com/jia6y/flomo-to-obsidian
Blockquote Levels,955,Adds commands for increasing/decreasing the blockquote level of the current line or selection(s).,https://github.com/czottmann/obsidian-blockquote-levels
Image OCR,951,Runs ocr on images and pastes result in description.,https://github.com/kaffarell/obsidian-tesseract-ocr
Obsidian Cloudinary Uploader,949,Upload pasted images from your clipboard to Cloudinary.,https://github.com/jordanhandy/obsidian-cloudinary-uploader
Theme Toggler,947,Toggle the theme in Obsidian's panels.,https://github.com/larsmagnus/obsidian-theme-toggler
Metronome,945,Add interactive metronomes to your notes.,https://github.com/curtgrimes/obsidian-metronome-plugin
Update Relative Links,944,Update relative links.,https://github.com/val3344/obsidian-update-relative-links
Rant-Lang,939,Thin wrapper around the high-level procedural templating language Rant.,https://github.com/lanice/obsidian-rant
Stack Overflow Answers,935,Copy and paste Stack Overflow answers directly into Obsidian.,https://github.com/bramses/obsidian-stack-overflow
KOReader Highlights,928,Sync highlights/notes from KOReader,https://github.com/Edo78/obsidian-koreader-sync
TodoTxt,925,Manage Todo.txt files.,https://github.com/mvgrimes/obsidian-todotxt-plugin
Relativenumber (relative line numbers),922,Displays relative line numbers in the editor's gutter.,https://github.com/thisdotrob/obsidian-relativenumber-plugin
Password Protection,909,Protect your private notes and diary with a password no encrypt no decrypt.,https://github.com/qing3962/password-protection
New Note New Window,906,Plugin for easily opening new notes in a floating window.,https://github.com/Pr0dt0s/new-note-new-window
Save as Gist,903,Save current note as a GitHub Gist,https://github.com/ghedamat/obsidian-save-as-gist
Emoji Titler,901,Easily insert an emoji in the title using a keyboard shortcut.,https://github.com/HyeonseoNam/obsidian-emoji-titler
Sigma,899,Enable using Obsidian notes as calculation sheets.,https://github.com/monesga/obsidian-sigma
Canvas Links,894,"Add views to show ""outgoing links"" and ""backlinks"" of canvas in Obsidian.",https://github.com/aqav/obsidian-canvas-links
Inbox,893,"Show in app notification on startup if there is data to process in the ""inbox"" note.",https://github.com/Zachatoo/obsidian-inbox
Obsidian Chess,890,All you need to create your chess-related notes.,https://github.com/pmorim/obsidian-chess
Netwik,887,Union Vault. This plugin provides access to global network of notes. Anyone can create view or edit notes. All changes will be synchronized between all participants.,https://github.com/fivol/netwik-obsidian
Old Note Admonitor,877,Show warnings if the note has not been updated for over specific days.,https://github.com/tadashi-aikawa/obsidian-old-note-admonitor
Sync Google Calendar,867,Synchronize events from Google Calendar and manage them like tasks.,https://github.com/dexin-qi/obsidian-sync-calendar
WaveDrom,866,Simple plugin for creating wavedrom plots.,https://github.com/kingsquirrel152/obsidian-wavedrom
Micro.publish,864,Publish notes to Micro.blog.,https://github.com/otaviocc/obsidian-microblog
ObsiDOOM,864,Play DOOM and many other retro games in your Obsidian app. You can also play Prince of Persia Mortal Combat GTA Sim City and Need for Speed.,https://github.com/twibiral/ObsiDOOM
Aggregator,863,Helps you gather information from files and make a summary in the file.,https://github.com/Seraphli/obsidian-aggregator
Quote Share,858,Easily generate beautiful gradient images from text and share them on social media.,https://github.com/nguyenvanduocit/quote-share
Notion Video Embed,850,Embed your Notion video in Obsidian.,https://github.com/LastKnightCoder/obsidian-notion-video
Contextual Comments,847,General comments or langage related (in code blocks) + 2 commands trim end lines (all doc/code blocks).,https://github.com/1C0D/Obsidian-Contextual-Comments
Create Note in Folder,845,Add commands to create a note in a specific folder.,https://github.com/Lisandra-dev/obsidian-create-note-in-folder
Draw Harada Method,843,Draw the harada method. Create your own 1 goal 8 plans and 64 actions!,https://github.com/yildbs/obsidian-harada-method-plugin
Obsidian to Flomo,832,Quickly share content to Flomo.,https://github.com/metal-young/obsidian-to-flomo
Open Related Url,828,Opens URLs found in a note's YAML frontmatter.,https://github.com/dpickett/open-related-url
Account Linker,827,Plugin for describing external service accounts in the frontmatter.,https://github.com/qwegat/Obsidian-Account-Linker
Arcana,818,Supercharge your note-taking through AI-powered insights and suggestions.,https://github.com/A-F-V/obsidian-arcana
Link Range,817,This Obsidian plugin brings ranged wiki-link support to Obsidian.,https://github.com/rmellmer/obsidian-link-range
Better Search Views,816,Upgrade global search backlinks and queries with outliner-like context trees.,https://github.com/ivan-lednev/better-search-views
Callout Integrator,814,Integrate long blocks of text into callouts.,https://github.com/Cleoche/obsidian-callout-integrator
Etherpad Lite,806,Copy and sync notes with an Etherpad Lite server to unlock easy web-based collaboration with others.,https://github.com/egradman/obsidian-etherpad-lite
Custom State for Task List,802,Add custom states to task list items.,https://github.com/OkamiWong/obsidian-custom-state-for-task-list
Image Upload Toolkit,800,Upload local images embedded in Markdown to remote store and export Markdown for publishing to static site. Currently it supports Imgur and Aliyun OSS.,https://github.com/addozhang/obsidian-image-upload-toolkit
Mark and Select,794,Set mark move cursors freely and select from mark to cursor position.,https://github.com/anselmwang/obsidian-mark-and-select
External Link Opener,793,Open external links within Obsidian using a modal or a tab.,https://github.com/zorazrr/obsidian-link-opener
brAIn,791,A ChatGPT powered chatbot specifically focused on question answering over your Obsidian vault notes.,https://github.com/lusob/obsidian-brain
Quip,785,Commands to publish Obsidian notes to Quip.com.,https://github.com/sblakey/obsidian-quip
Google Bard Assistant,784,Explore new possibilities of learning with Integration of Google Bard! It's totally free it also can show images from your question!,https://github.com/aldhanekaa/GoogleBardObsidian
ini Editor,782,Edit .ini files in Obsidian.,https://github.com/deathau/ini-obsidian
Search Obsidian in Google,766,A simple plugin to search the current note in Google (or other search engines).,https://github.com/qazxcdswe123/search-obsidian-in-google
GitLab Issues,765,Import Gitlab issues into your Obsidian vault.,https://github.com/benr77/obsidian-gitlab-issues
Vim Multibyte Char Search,762,Search multibyte characters by the first character of corresponding ASCII encoding of input method. For example for Chinese search by the first character of Pinyin.,https://github.com/anselmwang/obsidian-vim-multibyte-char-search
Game Search,762,Help insert game metadata into game notes or journals,https://github.com/CMorooney/obsidian-game-search-plugin
Dynbedded,759,Dynamic embeds for Obsidian.,https://github.com/MMoMM-org/obsidian-dynbedded
Obsidian MtG,759,Manage Magic: The Gathering decks and card lists as Obsidian notes.,https://github.com/omardelarosa/obsidian-mtg
Send Tasks to OmniFocus,758,Extract tasks from the current note and create them in OmniFocus.,https://github.com/lizard-heart/obsidian-to-omnifocus
Ketcher,757,View or draw chemical structures and reactions using Ketcher.,https://github.com/yuleicul/obsidian-ketcher
Hotkeys Chords,755,Configurable hotkeys chords to activate Obsidian commands.,https://github.com/trenta3/obsidian-hotkeys-chords
LaTeX Algorithms,753,Plugin to facilitate writing algorithm blocks in LaTeX.,https://github.com/SamZhang02/obsidian-latex-algorithms
ActivityWatch,749,Bridges compatibility between ActivityWatch and Obsidian to allow detailed tracking of time spent in Obsidian.,https://github.com/LordGrimmauld/aw-watcher-obsidian
Jelly Snippets,748,A simple text snippets plugin.,https://github.com/rabirabirara/obsidian-jelly-snippets
Chat Stream,748,Create branching GPT chats using canvas notes.,https://github.com/rpggio/obsidian-chat-stream
Loom,748,Loom in Obsidian,https://github.com/cosmicoptima/loom
Flashcards LLM,741,Use Large Language Models (such as ChatGPT) to automatically generate flashcards from obsidian notes,https://github.com/crybot/obsidian-flashcards-llm
Brainframe,738,Tools to make Obsidian more into our second brains.,https://github.com/pedersen/obsidian-brainframe
Pinboard Sync,733,Syncs Pinboard.in links with Daily Notes,https://github.com/Automatt/obsidian-pinboard-sync
Wordnik Definitions,731,Grabs information from Wordnik for a topic and brings it into Obsidian notes.,https://github.com/lizard-heart/obsidian-wordnik-definitions
Frontmatter Alias Display,730,Show frontmatter aliases as display names in the File Explorer.,https://github.com/muhammadv-i/obsidian-frontmatter-alias-display
Html Server,727,This plugin lets you spin up a local http server to access your vault via a web browser.,https://github.com/Pr0dt0s/obsidian-html-server
Boost Link Suggestions,716,Alternative inline link suggester that orders results by link count and manual boosts.,https://github.com/jglev/obsidian-boost-link-suggestions
Obsidian CircuitJS,714,Embeds CircuitJS circuit simulations into notes.,https://github.com/StevenGann/obsidian-circuitjs
Addional Markdown suffix (.mdx/.svx).,714,Use additional files like .mdx / .svx as if they were Markdown.,https://github.com/git-no/obsidian-markdown-file-suffix
Vika Sync,708,Sync your note to Vika,https://github.com/romantic-black/obsidain-vika-sync
Open File by Magic Date,703,Define a hotkey and Moment.js pattern for the file that is most important to you (eg: your daily/weekly/monthly note).,https://github.com/SimplGy/obsidian-open-file-by-magic-date
Crypto Lookup,701,Use the Cryptonator API to pull prices for crypto in a target currency.,https://github.com/kinabalu/obsidian-crypto-lookup
Phone to Roam to Obsidian,698,An Obsidian client for phonetoroam.com,https://github.com/dgarrett/phone-to-roam-to-obsidian
Persistent Links,698,Automatically repair internal links to blocks and headings when moving them between files,https://github.com/ivan-lednev/obsidian-persistent-links
Linked Data Helper,691,Prepare data needed by Linked Data Vocabularies.,https://github.com/kometenstaub/linked-data-helper
Console Markdown Plugin,677,Renders console commands and their output.,https://github.com/dellermann/obsidian-console
File Chucker,675,Quickly move a file to a new or existing folder then open the next file.,https://github.com/kenlim/file-chucker-plugin
Background Image,673,This allows you to specify a remote URL as the background image and a few settings to tweak the experience..,https://github.com/shmolf/obsidian-editor-background
Status Bar Quote,672,Show your favorite quote in Obsidian status bar.,https://github.com/yesjinu/StatusBarQuote
Canvas Random Note,668,Add random notes from your vault to the Obsidian canvas.,https://github.com/jmilldotdev/obsidian-canvas-randomnote
qmd as md,665,Provides an initial support for viewing files with .qmd extension. QMD files contain a combination of Markdown and executable code cells and are a format supported by Quarto open source publishing system.,https://github.com/danieltomasz/qmd-as-md-obsidian
BMO Chatbot,663,"Generate and brainstorm ideas while creating your notes using Large Language Models (LLMs) such as OpenAI's ""gpt-3.5-turbo"" and ""gpt-4"" for Obsidian.",https://github.com/longy2k/obsidian-bmo-chatbot
Hide Folders,654,Quickly toggle the visibility of specific folders in the file navigator based on configured names. Useful for hiding attachment folders.,https://github.com/JonasDoesThings/obsidian-hide-folders
Smort,654,Add Smort.io articles to Obsidian. Smort.io lets you easily edit annotate and share articles.,https://github.com/SmortApp/obsidian-smort
Chorded Hotkeys,647,Type multiple letters at the same time to trigger text insertion template insertion or command execution.,https://github.com/ConnorMeyers/obsidian-chorded-hotkeys
Recipe Grabber,645,Quickly grab the important contents of any online recipe.,https://github.com/seethroughdev/obsidian-recipe-grabber
External Link Helper,644,Makie inserting external links easier to your notes.,https://github.com/nakalsio/obsidian-danpung
Cron,642,Simple CRON / scheduler plugin to regularly run user scripts or Obsidian commands.,https://github.com/cdloh/obsidian-cron
Quick Plugin Switcher,640,Adds a ribbon icon to quickly switch plugins with filters (all enabled disabled most switched),https://github.com/1C0D/obsidian-quick-plugin-switcher
Silicon AI,639,Add some intelligence to your notes with Silicon AI,https://github.com/deepfates/silicon
Better MathJax,638,Provide math autocompletion and customizable snippets.,https://github.com/greasycat/BetterMathjax
Ring a secretary,637,Yet another ChatGPT-powered digital secretary,https://github.com/vrtmrz/ring-a-secretary
Text Wrapper,630,Quickly wrap selected text with HTML tags by using a shortcut or from the command palette.,https://github.com/smx0/obs-text-wrapper
Oura Ring,628,Import Oura Ring data into a note.,https://github.com/kinabalu/obsidian-oura-plugin
Buttondown,626,Send your notes to your buttondown.email account as email drafts.,https://github.com/caro401/obsidian-buttondown
Hugo preview Obsidian,623,Hugo preview for Obsidian.,https://github.com/fzdwx/hugo-preview-obsidian
Prioritize,614,Prioritize your tasks and notes in Obsidian.,https://github.com/EloiMusk/obsidian-prio-plugin
Obsidian Attendance,608,Helps you take attendance directly inside of your notes.,https://github.com/Tiim/obsidian-attendance
Note Content Pusher,602,Plugin to add (prepend or append) specified content to a note (existing or new) without opening another pane.,https://github.com/lizard-heart/obsidian-note-content-pusher
Filename Emoji Remover,600,Automatically remove emojis from filenames. Main purpose is to get rid of Dropbox sync issues for Readwise imported content.,https://github.com/YTolun/obsidian-filename-emoji-remover
Adamantine Pick,599,Embeddable Pikchr diagrams renderer plugin for Obsidian.,https://github.com/notlibrary/obsidian-adamantine-pick
Obsidian GoLinks,598,Render go/links as clickable links.,https://github.com/xavdid/obsidian-golinks
Floating Highlights,593,Enhanced highlights for Obsidian.,https://github.com/KarthikRaju391/obsidian-float
O2,591,This is a syntax converting plugin to make Obsidian Markdown syntax compatible with other Markdown syntax.,https://github.com/songkg7/o2
Quran Lookup,590,Easily add Quran verses and translations in Obsidian with this text replacement plugin.,https://github.com/abuibrahim2/quranlookup
Badges,585,Add inline badges/callouts to notes.,https://github.com/gapmiss/badges
Meld Build,577,Write and execute (sandboxed) JavaScript to render templates query DataView and create dynamic notes.,https://github.com/meld-cp/obsidian-build
Mermaid Themes,573,Alternate support for mermaid.js that supports themeing and customization.,https://github.com/jvsteiner/mermaid-themes
Steemit,572,Publish Obsidian documents to Steemit.,https://github.com/anpigon/obsidian-steemit-plugin
Obsidian Handlebars Template Plugin,571,Adds support for handlebars template blocks in notes.,https://github.com/sbquinlan/obsidian-handlebars
Edit History,568,Keeps an automatic edit history of your notes review the history diff against or restore previous edits.,https://github.com/antoniotejada/obsidian-edit-history
Reading View Enhancer,558,Enhances reading view. Use arrow keys to fold/unfold elements.,https://github.com/Galacsh/obsidian-reading-view-enhancer
Wielder,556,Clojure/ClojureScript inside your Obsidian documents!,https://github.com/victorb/obsidian-wielder
Autoscroll,554,Automatically scroll down the content with the provided speed.,https://github.com/petr-nazarov/obsidian-autoscroll
Bellboy,552,Opinionated file structure manager.,https://github.com/shakedlokits/obsidian-bellboy
S3 Image Uploader,546,An image uploader for Obsidian that allows you to self-host images on AWS S3.,https://github.com/jvsteiner/s3-image-uploader
Vextab,544,Render guitar tablature and music notation using Vextab.,https://github.com/luigman/obsidian-vextab
CSS Editor,542,Edit CSS snippet files within Obsidian.,https://github.com/Zachatoo/obsidian-css-editor
Mixa,537,Publish your notes and blog posts with Mixa directly from Obsidian.,https://github.com/mixasite/obsidian-mixa
Chess Study,532,A chess study helper and PGN viewer/editor.,https://github.com/chrislicodes/obsidian-chess-study
Order List,531,Adds 'Order selected list' command to take the selected list and order it by the number at the end.,https://github.com/lizard-heart/obsidian-order-list-plugin
Workona To Obsidian,531,Import Workona resources through generated JSON file.,https://github.com/Holmes555/workona-to-obsidian
text2anki-openai,531,This is an obsidian plugin that uses OpenAI to generate flashcards from text and add them to Anki.,https://github.com/manibatra/obsidian-text2anki-openai
Cycle In Sidebar,530,Provides hotkeys to cycle through tabs in the left or right sidebars.,https://github.com/houcheng/obsidian-cycle-in-sidebar-plugin
Kindle CSV Converter,530,Import your Kindle notes in .csv format to Obsidian.,https://github.com/alvaro-cas/kindle-csv-converter-obsidian
Query all the things,527,Execute SQL base queries against your data in Obsidian and render it how you want using templates.,https://github.com/sytone/obsidian-queryallthethings
Obsimian Exporter,523,Obsidian simulation framework for testing Obsidian plugins.,https://github.com/motif-software/obsimian
Vega Visualizations,519,Create highly-customizable data visualizations like line charts and scatter plots using Vega or Vega-Lite.,https://github.com/Some-Regular-Person/obsidian-vega
Perilous Writing,518,Write continuously—or lose all progress.,https://github.com/sameersismail/obsidian-perilous-writing
Notes dater,516,Adds created on and last updated on dates of the active note to the status bar.,https://github.com/paultreanor/notes-dater
